no,created_kst,updated_kst,title,status,model,origin,environment_kind,tags,session_id,url
15,2026-08-22 11:59,2026-09-02 15:43,사진 첨부 서비스 영향도 검토,IDLE,claude-sonnet-4-6,android,anthropic_cloud,,session_012BFqmEu2ZemQmchBmqtj6f,https://claude.ai/code/session_012BFqmEu2ZemQmchBmqtj6f
16,2026-08-17 13:02,2026-08-17 14:22,상태줄 확인해보기,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01Sffh9eP8e6TaT5XvLCeW8b,https://claude.ai/code/session_01Sffh9eP8e6TaT5XvLCeW8b
17,2026-08-17 11:18,2026-08-17 14:18,Claude Code 사용 행태 분석 및 개선 전략,IDLE,claude-opus-5,claude_code_cli,bridge,remote-control-sdk,session_01KGMLMJTGaE6syZaAFkH78R,https://claude.ai/code/session_01KGMLMJTGaE6syZaAFkH78R
18,2026-08-16 21:58,2026-08-16 22:01,hbjh-concurrent-puffin,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01SD1L1VWzhVA2SrLqp7edsN,https://claude.ai/code/session_01SD1L1VWzhVA2SrLqp7edsN
19,2026-08-16 21:55,2026-08-16 21:57,[업데이트]별핑계 기능 및 방향성 개선,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01VpkefZ5WaFVQwzwzUQaM9M,https://claude.ai/code/session_01VpkefZ5WaFVQwzwzUQaM9M
20,2026-08-16 14:58,2026-08-16 15:00,[업데이트]별핑계 기능 및 방향성 개선,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01SMbmvsaAehMQN6XvxCxoei,https://claude.ai/code/session_01SMbmvsaAehMQN6XvxCxoei
21,2026-08-16 14:58,2026-08-16 21:55,[업데이트]별점 기능 및 방향성 개선,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01H5dXseKNWXSkTC1H9jLGUc,https://claude.ai/code/session_01H5dXseKNWXSkTC1H9jLGUc
22,2026-08-15 07:31,2026-08-15 07:46,[업데이트]별핑계 기능 및 방향성 개선,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01J5oy4KxspFyihSssRYPQ3A,https://claude.ai/code/session_01J5oy4KxspFyihSssRYPQ3A
23,2026-08-15 07:31,2026-08-15 07:34,[운영]별핑계 이슈 및 버그 대응,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01H28UsX3Rgxdcs8Whtjzug7,https://claude.ai/code/session_01H28UsX3Rgxdcs8Whtjzug7
24,2026-08-15 06:29,2026-08-15 06:37,Llama 3.3 70B 모델 변경 검토,IDLE,claude-sonnet-4-6,android,anthropic_cloud,,session_01V57WPc6ycXjQzf5whgWJDC,https://claude.ai/code/session_01V57WPc6ycXjQzf5whgWJDC
25,2026-08-14 20:04,2026-08-14 22:27,Windows PC 순차적 최적화 진행,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01AZuuVamoTNaVpM8mRiCoyU,https://claude.ai/code/session_01AZuuVamoTNaVpM8mRiCoyU
26,2026-08-14 20:03,2026-08-14 22:54,[업데이트]별점 기능 및 방향성 개선,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01TpPminpL8aDfm13TFb2mhM,https://claude.ai/code/session_01TpPminpL8aDfm13TFb2mhM
27,2026-08-14 20:03,2026-08-14 22:47,[업데이트]별핑계 기능 및 방향성 개선,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_018mc8MFPv6BwY3wpKKR1X8Q,https://claude.ai/code/session_018mc8MFPv6BwY3wpKKR1X8Q
28,2026-08-13 23:07,2026-08-13 23:11,전국 체감온도 순위 수집 실패,IDLE,claude-sonnet-4-6,android,anthropic_cloud,,session_019S4DEgGpojuHBn3bke8UXX,https://claude.ai/code/session_019S4DEgGpojuHBn3bke8UXX
29,2026-08-13 22:48,2026-08-13 22:50,[마케팅]별점 푸시·프로모션·핵심지표,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01Xw8CAHRRAf4jfuQGGJoTwu,https://claude.ai/code/session_01Xw8CAHRRAf4jfuQGGJoTwu
30,2026-08-13 22:48,2026-08-13 22:52,[업데이트]별핑계 기능 및 방향성 개선,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01S5f8DUpisgRCaAdyHjsWqU,https://claude.ai/code/session_01S5f8DUpisgRCaAdyHjsWqU
31,2026-08-13 22:48,2026-08-13 22:58,[업데이트]별점 기능 및 방향성 개선,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_013crFFQ9ozNRpWbjpSDLxKD,https://claude.ai/code/session_013crFFQ9ozNRpWbjpSDLxKD
32,2026-08-10 22:51,2026-08-10 23:26,토스 미니앱 로컬 저장소 용량 최적화,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01Qt1jtoHCzcND7ZuzCQgYEP,https://claude.ai/code/session_01Qt1jtoHCzcND7ZuzCQgYEP
33,2026-08-10 20:30,2026-08-10 20:31,[운영]별점 이슈 및 버그 대응,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01Jm5eJfwnUi7vgdWfbyRKb6,https://claude.ai/code/session_01Jm5eJfwnUi7vgdWfbyRKb6
34,2026-08-10 20:29,2026-08-10 20:38,[마케팅]별점 푸시·프로모션·핵심지표,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_0158Lt75pPCvJAgJo3B1f4Xc,https://claude.ai/code/session_0158Lt75pPCvJAgJo3B1f4Xc
35,2026-08-10 20:29,2026-08-10 23:07,[업데이트]별점 기능 및 방향성 개선,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01UJMzsTRzDWwWBYnp3C5vnv,https://claude.ai/code/session_01UJMzsTRzDWwWBYnp3C5vnv
36,2026-08-10 20:25,2026-08-10 22:41,[운영]별핑계 이슈 및 버그 대응,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01YJqiUtqCtzmHVPW555qwuE,https://claude.ai/code/session_01YJqiUtqCtzmHVPW555qwuE
37,2026-08-10 20:25,2026-08-10 22:42,[마케팅]별핑계 푸시·프로모션·핵심지표,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01S9d8FEzbuHZse34pMkyG5Q,https://claude.ai/code/session_01S9d8FEzbuHZse34pMkyG5Q
38,2026-08-10 20:24,2026-08-10 23:01,[업데이트]별핑계 기능 및 방향성 개선,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01HP59ayN5QKEdbzdh5BrgjL,https://claude.ai/code/session_01HP59ayN5QKEdbzdh5BrgjL
39,2026-08-10 15:20,2026-08-10 23:25,Vercel Blob Advanced Requests 검토,IDLE,claude-sonnet-4-6,android,anthropic_cloud,,session_01SNycx6BWCCqm9H4RKu3eTF,https://claude.ai/code/session_01SNycx6BWCCqm9H4RKu3eTF
40,2026-08-09 08:55,2026-08-09 17:19,[MVP]별점 첫 출시,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01WVMm3XRTMiTmwDnmpLQBMd,https://claude.ai/code/session_01WVMm3XRTMiTmwDnmpLQBMd
41,2026-08-09 08:55,2026-08-09 17:46,[MVP]별핑계 첫 출시,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01EcA8qeYKzDTucJ68A9hsGF,https://claude.ai/code/session_01EcA8qeYKzDTucJ68A9hsGF
42,2026-08-08 14:44,2026-08-08 23:24,[MVP]별점 첫 출시,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01477VLbYPR1MyQNpC4yh6pu,https://claude.ai/code/session_01477VLbYPR1MyQNpC4yh6pu
43,2026-08-08 14:44,2026-08-08 23:14,[MVP]별핑계 첫 출시,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01R93N8uxPXcNxYVazWf8xRd,https://claude.ai/code/session_01R93N8uxPXcNxYVazWf8xRd
44,2026-08-07 22:48,2026-08-07 23:25,[MVP]별점 첫 출시,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01FtBKksHqcerGEMHYFAYwMy,https://claude.ai/code/session_01FtBKksHqcerGEMHYFAYwMy
45,2026-08-07 19:51,2026-08-07 23:26,[MVP]별핑계 첫 출시,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_018JHJVnNXHunRwbx76XzBUq,https://claude.ai/code/session_018JHJVnNXHunRwbx76XzBUq
46,2026-08-05 22:43,2026-08-05 22:46,새로운 앱 방향 기획 및 실행 전략 수립,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_014mkCmeice2SduhWhVTLJdf,https://claude.ai/code/session_014mkCmeice2SduhWhVTLJdf
47,2026-08-02 22:10,2026-08-02 22:17,[MVP] 보험천재,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01PnuGTb21vwfUgq7NYyrxNT,https://claude.ai/code/session_01PnuGTb21vwfUgq7NYyrxNT
48,2026-08-01 05:36,2026-08-01 19:54,[마케팅] 무더위 랭킹 마케팅 분석,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_015kdQ771NtNSpHihZpRCGFB,https://claude.ai/code/session_015kdQ771NtNSpHihZpRCGFB
49,2026-07-29 19:20,2026-07-29 19:20,[마케팅] 푸시·프로모션·핵심지표_3,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01FUPpb9y2mFUYLQkzAjTqSQ,https://claude.ai/code/session_01FUPpb9y2mFUYLQkzAjTqSQ
50,2026-07-29 19:17,2026-07-29 19:17,[운영] 이슈 및 버그 대응_3,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01PqoV9QqckutYnNaXrH45Xc,https://claude.ai/code/session_01PqoV9QqckutYnNaXrH45Xc
51,2026-07-29 19:16,2026-07-29 20:57,[업데이트] 기능 및 방향성 개선_3,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01UBVfkRcEqiyuFEEHqPLznx,https://claude.ai/code/session_01UBVfkRcEqiyuFEEHqPLznx
52,2026-07-27 21:56,2026-07-27 22:18,[업데이트] 기능 및 방향성 개선,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_014pB11AA2Qrhp48Pd3VLpGF,https://claude.ai/code/session_014pB11AA2Qrhp48Pd3VLpGF
53,2026-07-26 21:29,2026-07-26 21:30,[MVP] 보험천재,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_018cD2ytNZVoNVwLvLZEYG84,https://claude.ai/code/session_018cD2ytNZVoNVwLvLZEYG84
54,2026-07-26 16:44,2026-07-26 17:27,[MVP] 초기 히스토리_3,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_01BvrSK9R8v7B1yVevjbgTE9,https://claude.ai/code/session_01BvrSK9R8v7B1yVevjbgTE9
55,2026-07-25 20:31,2026-07-25 23:47,[MVP] 초기 히스토리_3,IDLE,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_018fMmy3prP9KqN3iqztPxUx,https://claude.ai/code/session_018fMmy3prP9KqN3iqztPxUx
56,2026-07-25 16:06,2026-07-25 16:29,[업데이트] 기능 및 방향성 개선,ARCHIVED,claude-sonnet-4-6,claude_code_cli,bridge,remote-control-sdk,session_015Mf5Yko4zWL7ecxA8NnXbQ,https://claude.ai/code/session_015Mf5Yko4zWL7ecxA8NnXbQ
57,2026-07-25 15:46,2026-07-25 20:31,[MVP] 보험천재,ARCHIVED,claude-sonnet-5,claude_code_cli,bridge,remote-control-sdk,session_016cbxo8LnDfN7LL4TuknToi,https://claude.ai/code/session_016cbxo8LnDfN7LL4TuknToi
58,2026-07-19 15:47,2026-07-19 21:59,[MVP] 초기 히스토리_2,IDLE,claude-sonnet-5,,bridge,remote-control-sdk,session_01PqXzTCtcSP25GPUWSs3ssT,https://claude.ai/code/session_01PqXzTCtcSP25GPUWSs3ssT
59,2026-07-19 15:47,2026-07-19 22:31,[업데이트] 기능 및 방향성 개선,ARCHIVED,claude-sonnet-5,,bridge,remote-control-sdk,session_01Jdnc4Hd7ycfFK9mjcfYDvR,https://claude.ai/code/session_01Jdnc4Hd7ycfFK9mjcfYDvR
60,2026-07-19 15:22,2026-07-19 15:47,백로그 정리: 게임 및 커뮤니티 앱 아이디어,ARCHIVED,claude-sonnet-5,,bridge,remote-control-sdk,session_01VURGiHqtRwoHWrmvMDCqso,https://claude.ai/code/session_01VURGiHqtRwoHWrmvMDCqso
61,2026-07-19 09:05,2026-07-19 09:05,[업데이트] 기능 및 방향성 개선,ARCHIVED,claude-sonnet-5,,bridge,remote-control-sdk,session_01J1rsaycGDLbq37uZq6PXLk,https://claude.ai/code/session_01J1rsaycGDLbq37uZq6PXLk
62,2026-07-19 09:05,2026-07-19 09:05,[마케팅] 푸시·프로모션·핵심지표,ARCHIVED,claude-sonnet-5,,bridge,remote-control-sdk,session_01EyKUQzDHyiCXfdM7tiAovj,https://claude.ai/code/session_01EyKUQzDHyiCXfdM7tiAovj
63,2026-07-18 07:35,2026-07-18 21:20,[업데이트] 기능 및 방향성 개선,ARCHIVED,claude-sonnet-5,,bridge,remote-control-sdk,session_011aGonoyErf7c4iUNtYPnok,https://claude.ai/code/session_011aGonoyErf7c4iUNtYPnok
64,2026-07-18 07:35,2026-07-18 12:03,[MVP] 초기 히스토리_2,ARCHIVED,claude-sonnet-5,,bridge,remote-control-sdk,session_013bNQMkbK2e8c42M1BqMF5T,https://claude.ai/code/session_013bNQMkbK2e8c42M1BqMF5T
65,2026-07-17 15:54,2026-07-17 16:26,[마케팅] 푸시·프로모션·핵심지표,ARCHIVED,claude-sonnet-5,,bridge,remote-control-sdk,session_0137jRhPwppHGLMvf1ZsZme7,https://claude.ai/code/session_0137jRhPwppHGLMvf1ZsZme7
66,2026-07-17 06:49,2026-07-17 11:42,[디자인]Global System,ARCHIVED,claude-sonnet-5,,bridge,remote-control-sdk,session_01AtmV61CjBKx5T6MR9KnRsg,https://claude.ai/code/session_01AtmV61CjBKx5T6MR9KnRsg
67,2026-07-17 05:50,2026-07-17 11:12,[업데이트] 기능 및 방향성 개선,ARCHIVED,claude-sonnet-5,,bridge,remote-control-sdk,session_01SNjNpqSg9CP8xV8EJ9gDUj,https://claude.ai/code/session_01SNjNpqSg9CP8xV8EJ9gDUj
68,2026-07-16 21:26,2026-07-17 16:45,[운영] 이슈 및 버그 대응,ARCHIVED,claude-sonnet-5,,bridge,remote-control-sdk,session_018QAvPNA8DKMrMNCndij5DC,https://claude.ai/code/session_018QAvPNA8DKMrMNCndij5DC
69,2026-07-16 20:14,2026-07-16 20:26,앱인토스 콘솔 MCP 연결하기,IDLE,claude-sonnet-5,,bridge,remote-control-sdk,session_01LSm4cuTXnggdjj6UnZzJ4b,https://claude.ai/code/session_01LSm4cuTXnggdjj6UnZzJ4b
70,2026-07-15 23:03,2026-07-15 23:06,Toss mini-app project guide,ARCHIVED,claude-fable-5,,bridge,remote-control-sdk,session_01217cmqPuQJByvgUBtLf8Ns,https://claude.ai/code/session_01217cmqPuQJByvgUBtLf8Ns
71,2026-07-14 22:58,2026-07-15 23:06,Development continuation from briefs/mockups,REQUIRES_ACTION,claude-sonnet-5,,bridge,remote-control-sdk,session_018SmnXs1pq8nYwhWBbBPAq7,https://claude.ai/code/session_018SmnXs1pq8nYwhWBbBPAq7
72,2026-07-12 21:42,2026-07-12 21:42,hbjh-purrfect-jellyfish,ARCHIVED,claude-fable-5,,bridge,remote-control-sdk,session_015McZRia7TygfEyoM1YH4Ls,https://claude.ai/code/session_015McZRia7TygfEyoM1YH4Ls
73,2026-07-12 07:52,2026-07-12 15:42,Dispatch background conversation,IDLE,,desktop_app,bridge,config:cowork;config:cowork-dispatch;cowork-dispatch-local;product:cowork,session_019XVvkqDcYezUN99rvZhMeU,https://claude.ai/code/session_019XVvkqDcYezUN99rvZhMeU
74,2026-05-14 22:25,2026-05-16 10:32,Dispatch background conversation,ARCHIVED,,,bridge,cowork-dispatch-local,session_019KpyY8bPVBKVF9iDT7wDgi,https://claude.ai/code/session_019KpyY8bPVBKVF9iDT7wDgi
